index,language,difficulty,success,alignment_score,question_canonical_overlap,question_test_overlap,canonical_test_overlap,title
1961,kotlin,easy,1,34.14,0.4392,0.242,0.3103,Authorization Request Validator (Kotlin Implementation)
1962,kotlin,medium,0,23.09,0.3063,0.1729,0.1882,Contractor Management System (Kotlin Implementation)
1963,kotlin,hard,1,21.81,0.2723,0.2079,0.156,File Content Processing Problem in Kotlin
1964,kotlin,medium,1,23.74,0.2865,0.1667,0.2429,BigQuery Configuration Manager (Kotlin Implementation)
1965,kotlin,hard,1,16.99,0.1656,0.1776,0.1681,Student Database Search System (Kotlin Implementation)
1966,kotlin,easy,0,26.06,0.3143,0.256,0.1935,Permission Management System
1967,kotlin,hard,0,24.57,0.2722,0.2247,0.2313,Task Scheduler Implementation in Kotlin
1968,kotlin,medium,1,22.9,0.2443,0.176,0.2615,User Authentication System (Kotlin Implementation)
1969,kotlin,hard,0,22.89,0.2985,0.1955,0.1696,Project Management System in Kotlin
1970,kotlin,easy,1,22.23,0.375,0.1124,0.1287,Time-Based Table Sharding System (Kotlin)
1971,kotlin,medium,1,24.43,0.2882,0.1862,0.2439,Finance Data Validation System (Kotlin)
1972,kotlin,medium,0,16.18,0.2209,0.1283,0.1165,Statistical Anomaly Detection in Time Series Data (Kotlin Implementation)
1973,kotlin,easy,1,24.54,0.3391,0.1803,0.1855,Branch Protection Rule Analyzer (Kotlin Implementation)
1974,kotlin,hard,1,20.61,0.2774,0.1243,0.1927,You are tasked with implementing an asset management system for a blockchain application that handles heterogeneous assets across multiple chains using Kotlin. The system should be able to:
1975,kotlin,easy,1,26.21,0.3841,0.179,0.1825,User Behavior Analysis System (Kotlin Implementation)
1976,kotlin,medium,1,30.92,0.3333,0.2165,0.3697,Programming Problem: Training Configuration Validator (Kotlin Version)
1977,kotlin,hard,1,31.31,0.4848,0.1932,0.2041,Cloud Service Management System (Kotlin Implementation)
1978,kotlin,hard,1,31.15,0.4379,0.2395,0.2149,Asynchronous Task Execution with Timeout and Retry (Kotlin)
1979,kotlin,medium,1,27.56,0.3804,0.1818,0.2296,GIS Map Management System (Kotlin Implementation)
1980,kotlin,hard,0,24.43,0.3708,0.1831,0.137,Thread-Local User Session Management System in Kotlin
1981,kotlin,medium,1,28.64,0.3805,0.2222,0.225,Advanced Character Transformation System (Kotlin Version)
1982,kotlin,medium,1,18.44,0.2324,0.1528,0.1519,Receipt Status Analyzer Problem (Kotlin Version)
1983,kotlin,medium,1,17.87,0.25,0.1552,0.1071,Binary Tree Depth Analysis
1984,kotlin,hard,1,17.81,0.2817,0.1297,0.0882,Caesar Cipher Two Encryption System (Kotlin Implementation)
1985,kotlin,medium,1,37.66,0.625,0.1961,0.2261,Android Educational App Navigation System (Kotlin Version)
1986,kotlin,hard,0,24.47,0.3662,0.1736,0.1538,Roman Numeral to Integer Converter (Kotlin Version)
1987,kotlin,hard,0,16.41,0.2199,0.1194,0.1346,Air Traffic Control System Implementation in Kotlin
1988,kotlin,medium,1,17.55,0.2429,0.1324,0.1287,Graph Analysis and Simulation in Kotlin
1989,kotlin,medium,1,26.9,0.35,0.1852,0.2448,Image Processing System in Kotlin
1990,kotlin,medium,1,30.54,0.3275,0.1814,0.4,Network Status Analyzer (Kotlin Version)
1991,kotlin,easy,1,30.13,0.3816,0.1962,0.2992,Sliding Bar Theme Manager (Kotlin Implementation)
1992,kotlin,hard,1,22.23,0.3247,0.1506,0.1575,Module Discussion System Implementation in Kotlin
1993,kotlin,medium,1,30.63,0.3704,0.268,0.2593,Download Manager Configuration System (Kotlin Version)
1994,kotlin,medium,1,24.2,0.3665,0.1471,0.1709,Weak Listener Manager Implementation in Kotlin
1995,kotlin,medium,1,10.83,0.1207,0.0802,0.12,Phone Configuration Builder (Kotlin Implementation)
1996,kotlin,easy,1,31.18,0.3953,0.2406,0.2716,Bit Manipulation Operations in Kotlin
1997,kotlin,easy,1,14.13,0.1712,0.1438,0.0989,Nested List Analysis (Kotlin Implementation)
1998,kotlin,medium,1,22.22,0.2215,0.1807,0.2645,User Authentication System (Kotlin Implementation)
1999,kotlin,medium,1,29.53,0.4648,0.1617,0.203,Virtual Robot Component Manager Problem (Kotlin Version)
2000,kotlin,hard,1,22.11,0.2663,0.1795,0.2025,Color Space Conversion: CMYK to RGB and Beyond (Kotlin Version)
2001,kotlin,hard,1,19.3,0.3015,0.1014,0.1402,DFA Acceptor Implementation in Kotlin
2002,kotlin,easy,1,25.61,0.3643,0.2252,0.1429,Advanced Blocking Queue Manager Problem in Kotlin
2003,kotlin,hard,0,22.92,0.2984,0.2117,0.1545,OTA Update Manager Implementation in Kotlin
2004,kotlin,hard,1,21.78,0.2667,0.1985,0.172,Enhanced Smooth Scroller Implementation in Kotlin
2005,kotlin,hard,0,25.45,0.3359,0.1533,0.2473,Kotlin Programming Problem: Person and Vehicle Management System
2006,kotlin,easy,1,25.44,0.3105,0.2083,0.2258,Function Dependency Manager Problem in Kotlin
2007,kotlin,easy,1,20.35,0.3258,0.12,0.1241,Caesar Cipher Implementation in Kotlin
2008,kotlin,easy,1,23.42,0.4173,0.1014,0.1231,RSA Cryptanalysis: Short Plaintext Attack (Kotlin Implementation)
2009,kotlin,hard,1,23.51,0.3468,0.1186,0.2028,Patient Medical Records System
2010,kotlin,medium,1,25.72,0.3245,0.2102,0.2143,Security Request Validator (Kotlin Implementation)
2011,kotlin,hard,1,22.08,0.284,0.1542,0.2031,Elasticsearch Query Expression Builder (Kotlin)
2012,kotlin,hard,1,25.14,0.3088,0.1718,0.2544,GridBagLayout Analyzer (Kotlin Version)
2013,kotlin,easy,1,24.82,0.2865,0.1827,0.2627,Exception Handling Analysis Problem in Kotlin
2014,kotlin,hard,0,22.63,0.3603,0.1214,0.1525,"Implement a permission management system in Kotlin that handles permission requests, tracks permission statuses, and notifies registered listeners about permission request outcomes. The system should simulate permission grants (for testing purposes) and provide functionality to check if all required permissions have been granted."
2015,kotlin,easy,1,43.48,0.5448,0.323,0.4,Payment Transaction Analysis System
2016,kotlin,hard,0,20.66,0.268,0.1522,0.1793,Implement a thread-safe Review Management System in Kotlin that allows users to:
2017,kotlin,hard,0,30.44,0.3643,0.2166,0.3125,Parking Lot Availability Analyzer (Kotlin Version)
2018,kotlin,hard,1,28.25,0.3617,0.2483,0.211,Player Management System in Kotlin
2019,kotlin,hard,0,20.18,0.2683,0.1407,0.1743,Binary Tree Inversion Problem in Kotlin
2020,kotlin,hard,1,25.6,0.3735,0.1592,0.1963,Fragment Navigation System
2021,kotlin,medium,1,25.7,0.2879,0.1692,0.3037,Enhanced User Management System in Kotlin
2022,kotlin,medium,1,31.31,0.465,0.2024,0.2215,Advanced Image Storage Service in Kotlin
2023,kotlin,easy,1,25.6,0.3355,0.1437,0.2621,Hotel Room Management System in Kotlin
2024,kotlin,medium,1,25.92,0.3802,0.1538,0.2033,Metadata Management System in Kotlin
2025,kotlin,medium,0,20.08,0.3192,0.1308,0.113,Itinerary Planner Problem (Kotlin Version)
2026,kotlin,hard,0,22.9,0.2874,0.1495,0.2308,Graph Node Processing in BFS (Kotlin Implementation)
2027,kotlin,medium,1,28.61,0.3936,0.201,0.2279,Advanced Image Scaling with Adjustments (Kotlin Version)
2028,kotlin,hard,0,25.03,0.3949,0.1705,0.1374,Enhanced Chain of Responsibility Implementation in Kotlin
2029,kotlin,easy,1,24.38,0.3665,0.1775,0.1466,Polymorphic Dispatcher Implementation in Kotlin
2030,kotlin,medium,1,28.68,0.4074,0.1769,0.2358,Server Configuration Management System (Kotlin Implementation)
2031,kotlin,hard,0,23.54,0.3397,0.1548,0.1769,User Management System Implementation in Kotlin
2032,kotlin,easy,1,27.27,0.3516,0.1955,0.2449,Virtual Keyboard State Manager (Kotlin Implementation)
2033,kotlin,medium,1,25.56,0.3364,0.1795,0.224,Operator Management System Implementation in Kotlin
2034,kotlin,easy,1,26.26,0.3941,0.1833,0.1667,Enhanced Heap Implementation in Kotlin
2035,kotlin,easy,1,23.53,0.363,0.1381,0.1622,ViewPager Management System
2036,kotlin,hard,0,24.38,0.4336,0.117,0.1176,Authentication Configuration Validator (Kotlin)
2037,kotlin,easy,1,23.5,0.3974,0.1152,0.1382,Bank Account Management with Overdraft Protection (Kotlin Implementation)
2038,kotlin,hard,1,22.06,0.1925,0.2658,0.2128,Firebase Reference Manager Implementation (Kotlin)
2039,kotlin,hard,1,20.28,0.256,0.1709,0.1636,DKIM Configuration Manager (Kotlin Implementation)
2040,kotlin,easy,1,31.38,0.4625,0.2102,0.219,Audit Timestamp Analysis
2041,kotlin,hard,0,30.33,0.4109,0.1987,0.2645,Trade Type Analysis System in Kotlin
2042,kotlin,medium,1,26.74,0.3939,0.1575,0.2087,Classroom Management System (Kotlin Implementation)
2043,kotlin,medium,1,22.74,0.3086,0.1477,0.1989,Team Member Management System in Kotlin
2044,kotlin,medium,1,24.07,0.2437,0.199,0.2784,User Data Validation and Processing in Kotlin
2045,kotlin,medium,1,30.6,0.3803,0.2208,0.292,Card Game Combat Simulator (Kotlin Implementation)
2046,kotlin,hard,0,35.96,0.2963,0.2166,0.5872,Error Handling System Implementation in Kotlin
2047,kotlin,hard,1,27.37,0.3232,0.2429,0.2385,Enhanced Fragment Pager Adapter Implementation in Kotlin
2048,kotlin,hard,0,18.65,0.2588,0.1027,0.1739,Rectangle Geometry Analyzer (Kotlin)
2049,kotlin,hard,0,17.08,0.198,0.1674,0.1381,Enhanced Database Exporter Implementation (Kotlin)
2050,kotlin,hard,0,24.2,0.3355,0.1854,0.1739,Security Management System Implementation in Kotlin
2051,kotlin,easy,1,26.66,0.3493,0.1892,0.2339,Binary Tree Node Information System
2052,kotlin,easy,1,31.31,0.432,0.2361,0.2314,Client Configuration Manager (Kotlin)
2053,kotlin,easy,1,28.14,0.4286,0.1348,0.2319,Image Transformation Problem in Kotlin
2054,kotlin,easy,1,27.07,0.3333,0.2037,0.2541,Friendship Management System in Kotlin
2055,kotlin,hard,0,28.06,0.3617,0.2069,0.246,Ticket Management System in Kotlin
2056,kotlin,hard,0,17.69,0.1692,0.1418,0.2222,Observer Pattern Implementation in Kotlin
2057,kotlin,easy,1,27.57,0.3931,0.1677,0.2273,Kotlin Programming Problem: Generic Data Manager
2058,kotlin,hard,1,27.0,0.3136,0.1818,0.3,House Data Analysis System (Kotlin Implementation)
2059,kotlin,hard,1,16.12,0.2324,0.1193,0.1081,Graph Analyzer Problem in Kotlin
2060,kotlin,easy,1,34.86,0.4178,0.2812,0.3235,Announcement Ban Validation System (Kotlin Implementation)
2061,kotlin,hard,1,22.05,0.2711,0.1615,0.2121,Animation Engine Implementation in Kotlin
2062,kotlin,hard,1,20.91,0.2857,0.1768,0.1391,Sorting Algorithms Benchmark in Kotlin
2063,kotlin,easy,1,23.75,0.3295,0.1828,0.1695,Tab Management System
2064,kotlin,hard,1,29.6,0.491,0.1529,0.1791,Game Progress Management System
2065,kotlin,easy,1,23.29,0.3051,0.1944,0.1753,Navigation Manager Implementation in Kotlin
2066,kotlin,easy,1,30.22,0.4083,0.2544,0.2086,Role-Based Access Control System (Kotlin Implementation)
2067,kotlin,hard,1,31.37,0.4331,0.1967,0.2713,User Registration Data Processing
2068,kotlin,hard,0,28.19,0.4333,0.1705,0.1915,Bidding Exception Handling System (Kotlin Version)
2069,kotlin,medium,1,35.01,0.3875,0.3289,0.3214,Department Information Retrieval System (Kotlin Version)
2070,kotlin,hard,1,23.79,0.2941,0.1538,0.2469,Day Type and Next Day Calculator (Kotlin Version)
2071,kotlin,hard,0,26.52,0.3463,0.2149,0.2073,User Management System in Kotlin
2072,kotlin,hard,1,27.6,0.3368,0.2513,0.2197,View Management System
2073,kotlin,hard,0,30.39,0.3712,0.2286,0.2895,Discount Management System (Kotlin Implementation)
2074,kotlin,easy,1,26.89,0.3292,0.2152,0.2421,Red-Black Tree Node Implementation in Kotlin
2075,kotlin,easy,1,27.2,0.3462,0.2,0.2453,Enhanced MQTT PUBREC Handler Implementation in Kotlin
2076,kotlin,hard,0,16.8,0.209,0.099,0.1825,Trading Calendar Utility Implementation (Kotlin)
2077,kotlin,hard,0,27.28,0.3603,0.2446,0.1845,News Management System in Kotlin
2078,kotlin,easy,1,17.77,0.2028,0.1488,0.1731,LED Pattern Controller Programming Problem (Kotlin Version)
2079,kotlin,hard,1,21.15,0.2832,0.1756,0.1518,Graph Analysis Problem in Kotlin
2080,kotlin,easy,1,25.57,0.3333,0.1713,0.2366,User Management System Implementation in Kotlin
2081,kotlin,medium,1,22.39,0.3374,0.1401,0.1562,Number Operations Implementation in Kotlin
2082,kotlin,hard,1,30.87,0.4188,0.2338,0.237,Configuration Manager Implementation in Kotlin
2083,kotlin,hard,0,28.11,0.3313,0.1854,0.3097,Fixed Price Item Validation System
2084,kotlin,easy,1,31.94,0.4551,0.2204,0.2374,UI Event Handler Implementation in Kotlin
2085,kotlin,medium,1,24.55,0.3399,0.1867,0.1783,Class Requirements
2086,kotlin,easy,1,20.67,0.365,0.0952,0.1071,Enhanced QuickSort with Statistics Tracking in Kotlin
2087,kotlin,medium,1,30.43,0.3575,0.2292,0.3083,Lifecycle Manager Implementation in Kotlin
2088,kotlin,easy,1,29.86,0.3735,0.2209,0.2764,"Implement an `EnhancedSmartArray` class in Kotlin that provides a dynamic array with enhanced functionality including bulk operations, statistics, and improved error handling. The array should automatically resize when needed and provide various utility methods for element manipulation and retrieval."
2089,kotlin,easy,1,20.99,0.3617,0.1091,0.1083,Role-Based Access Control System (Kotlin Implementation)
2090,kotlin,hard,0,20.02,0.2368,0.1656,0.186,Loan Application Risk Analyzer (Kotlin)
2091,kotlin,easy,1,24.87,0.3171,0.2024,0.2037,Enhanced List Manager Implementation in Kotlin
2092,kotlin,medium,1,21.55,0.3589,0.1337,0.1062,File Name Validator and Sanitizer (Kotlin Version)
2093,kotlin,easy,1,28.15,0.4485,0.1594,0.181,Create a Kotlin class called `AdvancedParenthesesGenerator` that can generate all valid combinations of parentheses/brackets with various options and validate whether a given string contains properly nested brackets.
2094,kotlin,hard,0,15.11,0.125,0.1471,0.1901,Help Screen Navigation System Implementation in Kotlin
2095,kotlin,easy,1,25.19,0.3377,0.1479,0.2414,Android Notification Service Simulator (Kotlin Version)
2096,kotlin,hard,1,24.68,0.3736,0.1486,0.1758,Game Configuration Manager Problem (Kotlin Version)
2097,kotlin,medium,1,21.84,0.2701,0.1773,0.1905,Requirements:
2098,kotlin,medium,1,32.73,0.3775,0.2516,0.3361,System Mode Manager Implementation in Kotlin
2099,kotlin,medium,1,18.59,0.2,0.1765,0.1765,Neighbour Management System
2100,kotlin,hard,1,25.23,0.3777,0.1562,0.1812,Book Management System in Kotlin
2101,kotlin,hard,0,16.47,0.1726,0.1655,0.1533,You are tasked with implementing a performance analysis system in Kotlin that processes time-sliced performance statistics from various system components. The system should aggregate metrics across multiple time blocks and compute comprehensive statistics for each performance tag.
2102,kotlin,easy,1,30.16,0.4962,0.1438,0.2,Enhanced Doubly Linked Node Implementation in Kotlin
2103,kotlin,medium,1,22.35,0.2841,0.1582,0.208,User Data Pagination and Filtering System in Kotlin
2104,kotlin,hard,1,19.36,0.2952,0.1469,0.1048,Heap Sort Implementation in Kotlin
2105,kotlin,medium,1,27.5,0.3882,0.1742,0.225,Network State Analyzer Problem in Kotlin
2106,kotlin,hard,1,24.89,0.3131,0.2,0.2121,"Implement a `NotificationService` class in Kotlin that simulates sending push notifications through Firebase Cloud Messaging (FCM). The service should validate notification content, construct proper payloads, and handle both success and error scenarios. The implementation should include proper error handling for invalid inputs and simulate asynchronous network communication."
2107,kotlin,hard,0,25.14,0.369,0.1461,0.2,Enhanced Word Dictionary Problem in Kotlin
2108,kotlin,hard,1,30.71,0.4011,0.2222,0.2667,Transaction State Analysis System (Kotlin Implementation)
2109,kotlin,medium,1,26.45,0.3587,0.2077,0.1957,Enhanced Notes Manager Problem in Kotlin
2110,kotlin,hard,1,25.96,0.3459,0.1964,0.2077,Array Zero Processor Problem in Kotlin
2111,kotlin,medium,1,19.03,0.233,0.1742,0.1495,Binary Tree Depth and Balance Analyzer
2112,kotlin,hard,0,18.37,0.2188,0.122,0.1986,Worker Management System in Kotlin
2113,kotlin,hard,0,21.62,0.2418,0.1151,0.2832,Finance Bill Type Processor Problem (Kotlin Version)
2114,kotlin,easy,1,24.56,0.3743,0.1344,0.1852,Audio Manager System in Kotlin
2115,kotlin,easy,1,27.34,0.3468,0.1989,0.25,Android Activity Lifecycle Manager (Kotlin Version)
2116,kotlin,easy,1,30.1,0.4032,0.2115,0.2541,Message Processing System in Kotlin
2117,kotlin,hard,1,26.15,0.3421,0.209,0.2063,Vehicle Management System in Kotlin
2118,kotlin,hard,1,29.48,0.376,0.2095,0.2717,Book Validation System (Kotlin Implementation)
2119,kotlin,medium,1,32.6,0.4245,0.2193,0.3012,Activity Status Manager Implementation in Kotlin
2120,kotlin,medium,1,25.51,0.3571,0.1768,0.1973,Enhanced Canteen Management System (Kotlin Implementation)
2121,kotlin,easy,1,21.77,0.25,0.2243,0.1679,Enhanced Selection Sort with Performance Tracking (Kotlin Version)
2122,kotlin,hard,0,30.4,0.4015,0.1824,0.2955,Bluetooth Device Status Monitor (Kotlin Implementation)
2123,kotlin,easy,1,24.95,0.3529,0.1732,0.1879,Multi-Level Caching User Service Implementation in Kotlin
2124,kotlin,hard,0,20.7,0.2364,0.1631,0.2118,Enhanced Client Resource Management System in Kotlin
2125,kotlin,easy,1,29.8,0.4135,0.243,0.199,Advanced Logging System Implementation in Kotlin
2126,kotlin,hard,1,22.95,0.2945,0.1477,0.2245,Implement a thread-safe client management system in Kotlin that handles client information and their purchase history. The system should support:
2127,kotlin,medium,1,22.13,0.325,0.1412,0.1633,Number Analysis Problem in Kotlin
2128,kotlin,hard,1,26.74,0.3851,0.1852,0.1926,Authentication System Implementation in Kotlin
2129,kotlin,hard,0,16.67,0.2179,0.1198,0.1453,Transaction Rule Matching System (Kotlin Implementation)
2130,kotlin,medium,1,26.76,0.3174,0.2303,0.2385,Professor Management System
2131,perl,easy,1,28.33,0.2,0.2143,0.4634,**Perl Configuration Functions**
2132,perl,easy,1,11.48,0.1346,0.0825,0.1207,Comparing versions
2133,perl,hard,0,24.07,0.2419,0.1923,0.2875,Should output exactly:
2134,perl,hard,0,29.27,0.2222,0.2333,0.4462,Write a Perl function called `manage_cluster` that simulates managing a Kubernetes cluster. The function should accept a single command as an argument and produce the appropriate output based on the command.
2135,perl,medium,1,17.77,0.1524,0.1034,0.2857,Write a Perl function named `configure_docker_userns_remap` that manages Docker's user namespace remapping configuration based on input parameters. The function should handle enabling or disabling the feature by simulating file operations through output messages.
2136,perl,hard,0,22.02,0.1376,0.122,0.4286,Write a Perl function called `generate_analysis_command` that creates VirtualBox commands for analyzing malware samples in different environments. The function should take two arguments:
2137,perl,hard,0,22.1,0.2017,0.1705,0.2973,Write a Perl function called `simulate_sqoop_import` that generates a Sqoop import command string based on provided parameters. The function should construct the command while hiding sensitive information (like passwords) and handle optional parameters appropriately.
2138,perl,hard,0,23.12,0.1694,0.1955,0.3494,Test Case 1: Windows with prerelease tag
2139,perl,hard,1,14.52,0.1019,0.1624,0.1857,Write a Perl script that implements two functions to work with audio track configurations:
2140,perl,medium,1,13.92,0.1077,0.1624,0.1579,"Output: ""AES128-SHA:ECDHE-RSA-AES128-GCM-SHA256"""
2141,perl,hard,1,26.17,0.2586,0.1802,0.3472,Write a Perl script that implements three functions to help manage Cloudflare DNS configurations:
2142,perl,hard,1,22.57,0.2555,0.1692,0.2424,Test Case 1: Basic output pin with rising edge
2143,perl,hard,0,27.8,0.2281,0.1655,0.4571,Write a Perl function named `setup_gitlab_runner` that simulates the setup process for a GitLab Runner. The function should generate descriptive output showing what actions would be taken during setup without actually executing them.
